path,size,gen,kind,instr_valid,instr_total,fm,midi,syn02,syn04,syn08,track_count,max_fill,row_count,tempo,speed
../MEDIT/LAPMUSIC/TFX/BLOCKS/SEP/INTERCEP/GROUND3.LAP,89114,4,Adlib,45,46,45,0,0,45,0,8,8,65,50,7
../MEDIT/LAPMUSIC/TFX/BLOCKS/SEP/INTERDIC/ALL.LAP,72756,4,Adlib,43,44,43,0,0,43,0,8,8,56,50,6
../MEDIT/LAPMUSIC/TFX/BLOCKS/SEP/MARITIME/ALL.LAP,105886,4,Adlib,44,45,44,0,0,44,0,16,16,90,50,6
../MEDIT/LAPMUSIC/TFX/FLYING/BATTLE.RLD,23300,4,Adlib,18,19,18,0,0,18,0,16,16,13,50,4
../MEDIT/LAPMUSIC/TFX/FLYING/FAILED.RLD,19380,4,Adlib,13,14,13,0,0,13,0,16,16,11,50,4
../MEDIT/LAPMUSIC/TFX/FLYING/INTERCPT.RLD,31198,4,Adlib,16,17,16,0,0,16,0,8,8,21,50,4
../MEDIT/LAPMUSIC/TFX/FLYING/INTERDCT.RLD,26582,4,Adlib,23,24,23,0,0,23,0,14,14,20,50,4
../MEDIT/LAPMUSIC/TFX/FLYING/MARITME.RLD,36614,4,Adlib,22,23,22,0,0,22,0,16,16,26,50,4
../MEDIT/LAPMUSIC/TFX/FLYING/SUCCESS.RLD,13770,4,Adlib,15,16,15,0,0,15,0,7,7,10,50,4
../MEDIT/LAPMUSIC/TFX/OTHER/COLUMBIA.RLD,12896,4,Adlib,16,17,16,0,0,16,0,14,14,15,50,6
../MEDIT/LAPMUSIC/TFX/OTHER/DEATH.RLD,10952,4,Adlib,18,19,18,0,0,18,0,16,16,14,50,6
../MEDIT/LAPMUSIC/TFX/OTHER/INTRO.RLD,41088,4,Adlib,34,35,34,0,0,34,0,8,8,34,50,4
../MEDIT/LAPMUSIC/TFX/OTHER/LIBYA.RLD,18640,4,Adlib,11,12,11,0,0,11,0,7,7,16,50,6
../MEDIT/LAPMUSIC/TFX/OTHER/NEWS.RLD,9060,4,Adlib,13,14,13,0,0,13,0,7,7,10,50,6
../MEDIT/LAPMUSIC/TFX/OTHER/OCEAN.RLD,6284,4,Adlib,6,7,6,0,0,6,0,12,12,10,50,4
../MEDIT/LAPMUSIC/TFX/OTHER/SOMALIA.RLD,9012,4,Adlib,9,10,9,0,0,9,0,10,10,20,50,6
../MEDIT/LAPMUSIC/TFX/OTHER/YUGO.RLD,18512,4,Adlib,14,15,14,0,0,14,0,16,16,25,50,8
../MEDIT/LAPMUSIC/TFX-FINA/FX&MUS.RLD,9446,4,Adlib,22,63,22,0,0,22,0,10,10,24,33,6
../MEDIT/LAPMUSIC/TFX-FINA/FX.RLD,9736,4,Adlib,23,63,23,0,0,23,0,10,10,24,33,6
../MEDIT/LAPMUSIC/TFX-FINA/FXONLY.RLD,12830,4,Adlib,31,63,31,0,0,31,0,10,10,33,33,6
../MEDIT/LAPMUSIC/TFX-FINA/BLOCKS/AIRSUPER/CLEAN.LAP,80866,4,Adlib,40,41,40,0,0,40,0,8,8,62,50,6
../MEDIT/LAPMUSIC/TFX-FINA/BLOCKS/CLOSEAIR/CLEAN.LAP,89196,4,Adlib,40,41,40,0,0,40,0,11,11,83,50,6
../MEDIT/LAPMUSIC/TFX-FINA/BLOCKS/DEFSSUPR/CLEAN.LAP,85906,4,Adlib,40,41,40,0,0,40,0,8,8,86,50,6
../MEDIT/LAPMUSIC/TFX-FINA/BLOCKS/INTERCEP/CLEAN.LAP,100933,4,Mixed,41,42,40,1,0,40,0,8,8,70,50,6
../MEDIT/LAPMUSIC/TFX-FINA/BLOCKS/INTERDIC/CLEAN.LAP,89454,4,Adlib,40,41,40,0,0,40,0,8,8,75,50,6
../MEDIT/LAPMUSIC/TFX-FINA/BLOCKS/MARITIME/@B9LC70J.SAV,105298,4,Adlib,42,43,42,0,0,42,0,16,16,90,50,6
../MEDIT/LAPMUSIC/TFX-FINA/BLOCKS/MARITIME/@BHLC702.SAV,105298,4,Adlib,42,43,42,0,0,42,0,16,16,90,50,6
../MEDIT/LAPMUSIC/TFX-FINA/BLOCKS/MARITIME/@BPLC70Q.SAV,105298,4,Adlib,42,43,42,0,0,42,0,16,16,90,50,6
../MEDIT/LAPMUSIC/TFX-FINA/BLOCKS/MARITIME/CLEAN.LAP,104710,4,Adlib,40,41,40,0,0,40,0,16,16,90,50,6
../MEDIT/LAPMUSIC/TFX-FINA/OTHER/COLUMBIA.RLD,12896,4,Adlib,16,17,16,0,0,16,0,14,14,15,50,6
../MEDIT/LAPMUSIC/TFX-FINA/OTHER/DEATH.RLD,10952,4,Adlib,18,19,18,0,0,18,0,16,16,14,50,6
../MEDIT/LAPMUSIC/TFX-FINA/OTHER/INTER.RLD,8762,4,Adlib,7,8,7,0,0,7,0,7,7,18,50,6
../MEDIT/LAPMUSIC/TFX-FINA/OTHER/INTRO.RLD,41088,4,Adlib,34,35,34,0,0,34,0,8,8,34,50,4
../MEDIT/LAPMUSIC/TFX-FINA/OTHER/LIBYA.RLD,18640,4,Adlib,11,12,11,0,0,11,0,7,7,16,50,6
../MEDIT/LAPMUSIC/TFX-FINA/OTHER/NEWS.RLD,9060,4,Adlib,13,14,13,0,0,13,0,7,7,10,50,6
../MEDIT/LAPMUSIC/TFX-FINA/OTHER/OCEAN.RLD,6284,4,Adlib,6,7,6,0,0,6,0,12,12,10,50,4
../MEDIT/LAPMUSIC/TFX-FINA/OTHER/SOMALIA.RLD,9012,4,Adlib,9,10,9,0,0,9,0,10,10,20,50,6
../MEDIT/LAPMUSIC/TFX-FINA/OTHER/YUGO.RLD,18512,4,Adlib,14,15,14,0,0,14,0,16,16,25,50,8
../MEDIT/SAVAGE/BOSCBMT.SCC,5404,8,MIDI,5,6,0,5,0,0,5,5,5,12,33,6
../MEDIT/SAVAGE/CAVES.SCC,6690,8,MIDI,4,5,0,4,0,0,4,5,5,9,33,6
../MEDIT/SAVAGE/CAVES2.SCC,6370,8,MIDI,4,5,0,4,0,0,4,5,5,9,33,6
../MEDIT/SAVAGE/COMP.SCC,6172,8,MIDI,6,7,0,6,0,0,6,8,8,18,33,6
../MEDIT/SAVAGE/DEAT.SCC,1598,8,MIDI,4,5,0,4,0,0,4,5,5,1,33,6
../MEDIT/SAVAGE/DEAT2.SCC,1598,8,MIDI,4,5,0,4,0,0,4,5,5,1,33,6
../MEDIT/SAVAGE/DEATH.SCC,1598,8,MIDI,4,5,0,4,0,0,4,5,5,1,33,6
../MEDIT/SAVAGE/INSIDE.SCC,1032,8,MIDI,1,2,0,1,0,0,1,6,6,1,33,6
../MEDIT/SAVAGE/INSIDE2.SCC,2990,8,MIDI,6,7,0,6,0,0,6,3,3,4,33,6
../MEDIT/SAVAGE/INSIDE3.SCC,12434,8,MIDI,7,8,0,7,0,0,7,6,6,17,50,5
../MEDIT/SAVAGE/INSODE5.SCC,9526,8,MIDI,6,8,0,6,0,0,6,6,6,12,33,6
../MEDIT/SAVAGE/INTRO.SCC,3370,8,MIDI,3,4,0,3,0,0,3,6,6,5,33,6
../MEDIT/SAVAGE/KTOL.SCC,3268,8,MIDI,5,6,0,5,0,0,5,5,5,8,33,6
../MEDIT/SAVAGE/REGCMB.SCC,4978,8,MIDI,6,9,0,6,0,0,6,5,5,12,33,6
../MEDIT/SAVAGE/TITL.SCC,5262,8,MIDI,7,9,0,7,0,0,7,7,7,10,20,6
../MEDIT/SAVAGE/WALK4.SCC,12178,8,MIDI,7,8,0,7,0,0,7,6,6,17,50,5
../MEDIT/SAVAGE/WALKIN2.SCC,4974,8,MIDI,4,5,0,4,0,0,4,6,6,11,33,6
../MEDIT/SAVAGE/WALKIN3.SCC,2170,8,MIDI,4,5,0,4,0,0,4,4,4,4,33,6
../MEDIT/SAVAGE/WALKING.SCC,790,8,MIDI,1,1,0,1,0,0,0,4,4,2,33,6
../MEDIT/SCC1MUSI/ACDC.SCC,20044,8,MIDI,20,21,0,20,0,0,20,8,8,30,50,5
../MEDIT/SCC1MUSI/BILLY.SCC,2954,8,MIDI,3,4,0,3,0,0,3,4,4,6,33,6
../MEDIT/SCC1MUSI/BLACK.SCC,6656,8,MIDI,20,21,0,20,0,0,20,8,8,6,50,6
../MEDIT/SCC1MUSI/BLOODY.SCC,4068,8,MIDI,5,6,0,5,0,0,5,7,7,6,33,6
../MEDIT/SCC1MUSI/DEATH.SCC,10420,8,Mixed,18,19,5,13,0,5,13,16,16,15,50,6
../MEDIT/SCC1MUSI/DENVER.SCC,3792,8,MIDI,6,7,0,6,0,0,6,4,4,5,33,6
../MEDIT/SCC1MUSI/FAWLTY.SCC,2984,8,MIDI,2,3,0,2,0,0,2,4,4,10,33,6
../MEDIT/SCC1MUSI/GUITAR.SCC,5102,8,Mixed,14,15,8,6,0,8,6,3,3,3,33,6
../MEDIT/SCC1MUSI/HELLS.SCC,5818,8,MIDI,20,21,0,20,0,0,20,8,8,4,33,6
../MEDIT/SCC1MUSI/INTER.SCC,7854,8,Mixed,7,8,1,6,0,1,6,7,7,18,50,6
../MEDIT/SCC1MUSI/INTERCPT.RLD,1988,8,MIDI,3,4,0,3,0,0,3,5,5,2,33,6
../MEDIT/SCC1MUSI/JAMIE.SCC,2490,8,MIDI,3,4,0,3,0,0,3,4,4,6,33,6
../MEDIT/SCC1MUSI/JUNGLE.RLD,22866,8,Mixed,12,32,8,4,0,8,4,7,7,26,50,6
../MEDIT/SCC1MUSI/JUNGLE2.RLD,11684,8,MIDI,8,9,0,8,0,0,8,7,7,28,50,8
../MEDIT/SCC1MUSI/JURFX.SCC,2658,8,Mixed,12,32,4,8,4,0,8,2,2,10,50,6
../MEDIT/SCC1MUSI/REGREV.SCC,1522,8,MIDI,1,1,0,1,0,0,0,3,3,2,33,6
../MEDIT/SCC1MUSI/TUNNELS.AP,16306,4,Mixed,12,13,10,2,0,10,2,7,7,20,50,9
../MEDIT/SCC1MUSI/TUNNELS.SC1,14982,8,MIDI,12,13,0,12,0,0,12,7,7,20,50,9
../MEDIT/SCC1MUSI/UNTITLED.MED,12242,8,MIDI,10,11,0,10,0,0,10,6,6,18,49,6
../MEDIT/SCC1MUSI/SLEEP/AMIGA.SCC,2180,8,MIDI,2,14,0,2,0,0,2,4,4,4,33,6
../MEDIT/SCC1MUSI/SLEEP/AMIGA2.SCC,2804,8,MIDI,3,4,0,3,0,0,3,6,6,3,33,6
../MEDIT/SCC1MUSI/SLEEP/BUILD2.SCC,34638,8,MIDI,16,17,0,16,0,0,16,8,8,23,50,10
../MEDIT/SCC1MUSI/SLEEP/BUILD3.SCC,28228,8,MIDI,19,20,0,19,0,0,19,8,8,23,50,10
../MEDIT/SCC1MUSI/SLEEP/BUILDING.SCC,18288,8,MIDI,13,15,0,13,0,0,13,9,7,47,50,6
../MEDIT/SCC1MUSI/SLEEP/CHEESY.SCC,18712,8,MIDI,11,12,0,11,0,0,11,16,16,41,50,6
../MEDIT/SCC1MUSI/SLEEP/DEAN.SCC,22806,8,MIDI,12,16,0,12,0,0,12,16,16,42,50,5
../MEDIT/SCC1MUSI/SLEEP/FACTORY.SCC,11854,8,MIDI,14,15,0,14,0,0,14,10,10,11,33,6
../MEDIT/SCC1MUSI/SLEEP/FACTORY2.SCC,24338,8,MIDI,16,17,0,16,0,0,16,10,10,30,33,6
../MEDIT/SCC1MUSI/SLEEP/LUULL.SCC,9144,8,MIDI,11,12,0,11,0,0,11,7,7,16,53,9
../MEDIT/SCC1MUSI/SLEEP/SPOOK.SC,18566,8,MIDI,16,17,0,16,0,0,16,8,8,38,50,6
../MEDIT/SCC1MUSI/SLEEP/SPOOK.SCC,18566,8,MIDI,16,17,0,16,0,0,16,8,8,38,50,6
../MEDIT/SCC1MUSI/SLEEP/TOWN.SC1,14764,8,MIDI,12,13,0,12,0,0,12,7,7,31,50,9
../MEDIT/SCC1MUSI/SLEEP/TOWN2.SC1,34650,8,MIDI,23,24,0,23,0,0,23,8,8,38,50,6
../MEDIT/SCC1MUSI/SLEEP/TOWN3.SC1,34650,8,MIDI,23,24,0,23,0,0,23,8,8,34,50,6
../MEDIT/SCC1MUSI/SLEEP/UNTITLED.MED,1532,8,MIDI,1,2,0,1,0,0,1,3,3,4,33,6
../MEDIT/SCC1MUSI/SLEEP/ZOO.RLD,32468,8,MIDI,13,20,0,13,0,0,13,7,7,34,50,6
../MEDIT/SCC1MUSI/TFX/ANARCHY.RLD,24182,8,Mixed,28,32,22,6,0,23,5,7,7,35,50,6
../MEDIT/SCC1MUSI/TFX/COLUMBIA.SCC,14618,8,Mixed,16,17,10,6,0,10,6,14,14,16,50,6
../MEDIT/SCC1MUSI/TFX/DEATH.SCC,10636,8,Mixed,14,15,1,13,0,1,13,16,16,15,50,6
../MEDIT/SCC1MUSI/TFX/ENROL.SCC,11012,8,Mixed,21,22,13,8,0,13,8,8,8,12,50,6
../MEDIT/SCC1MUSI/TFX/INTER.SCC,7854,8,Mixed,7,8,1,6,0,1,6,7,7,18,50,6
../MEDIT/SCC1MUSI/TFX/INTRO.SCC,35902,8,MIDI,20,21,0,20,0,0,20,8,8,35,50,4
../MEDIT/SCC1MUSI/TFX/LIBYA.SCC,20536,8,Mixed,12,19,6,6,0,6,6,8,8,17,50,6
../MEDIT/SCC1MUSI/TFX/NEWS.SCC,8890,8,Mixed,14,15,6,8,0,6,8,8,8,13,50,7
../MEDIT/SCC1MUSI/TFX/OCEAN.SCC,5782,8,MIDI,6,7,0,6,0,0,6,12,12,11,50,4
../MEDIT/SCC1MUSI/TFX/SOMALIA.SCC,8720,8,Mixed,9,10,1,8,0,1,8,10,10,20,50,6
../MEDIT/SCC1MUSI/TFX/YUGO.SCC,23642,8,Mixed,14,15,8,6,0,8,6,16,16,26,50,8
../MEDIT/SCC1MUSI/TFX/FLYING/SEABATLE.SCC,24400,8,Mixed,24,43,16,8,0,16,8,10,10,21,50,6
../MEDIT/SCC1MUSI/TFX/FLYING/X-9TUNES.SCC,20792,8,Mixed,44,45,24,20,0,24,20,8,8,9,50,6
../MEDIT/SCC1MUSI/TFX/FLYING/XANDBATL.SCC,21084,8,Mixed,27,44,20,7,0,20,7,8,8,13,50,6
../MEDIT/SCC1MUSI/TFX/FLYING/XARITIME.SCC,34422,8,Mixed,22,23,10,12,0,10,12,16,16,27,50,6
../MEDIT/SCC1MUSI/TFX/FLYING/XEFSUPP.SCC,21198,8,Mixed,12,13,4,8,0,4,8,8,8,32,50,6
../MEDIT/SCC1MUSI/TFX/FLYING/XIRBATTL.SCC,20884,8,Mixed,14,15,4,10,0,4,10,8,8,13,50,6
../MEDIT/SCC1MUSI/TFX/FLYING/XIRSUPER.SCC,24838,8,MIDI,17,18,0,17,0,0,17,8,8,21,50,6
../MEDIT/SCC1MUSI/TFX/FLYING/XLOSEAIR.SCC,19364,8,Mixed,14,15,2,12,0,2,12,8,8,27,50,6
../MEDIT/SCC1MUSI/TFX/FLYING/XNTERCEP.SCC,31354,8,Mixed,33,44,20,13,0,20,13,8,8,16,50,7
../MEDIT/SCC1MUSI/TFX/FLYING/XNTERDCT.SCC,26598,8,Mixed,23,24,7,16,0,7,16,14,14,21,50,6
../MEDIT/SCC1MUSI/TFX/FLYING/XNTIARMR.SCC,17520,8,Mixed,16,17,8,8,0,8,8,8,8,24,50,7
../MEDIT/SCC1MUSI/TFX/FLYING/XSUCC.SCC,22418,8,Mixed,44,45,33,11,0,33,11,8,8,10,50,6
../MEDIT/SCC1MUSI/TFX/FLYING/XUNSUC.SCC,16524,8,Mixed,12,13,1,11,0,1,11,7,7,10,50,6
